kepid,kepoi_name,koi_disposition,koi_prad,koi_teq,koi_insol,koi_period,koi_duration,koi_depth,koi_steff,koi_slogg,koi_srad,ra,dec,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
5621586,K02415.01,CONFIRMED,2.12,1093.0,338.15,5.25419589,2.9878,461.8,6123.0,4.472,0.987,292.31512,40.838821,0,0,0,0
9210387,K02416.01,CONFIRMED,1.77,1012.0,247.83,5.90608902,2.409,340.7,5966.0,4.493,0.961,288.20764,45.683479,0,0,0,0
11852982,K00247.01,CONFIRMED,1.91,391.0,5.52,13.81504449,2.3244,1032.6,3732.0,4.736,0.509,284.9986,50.14679,0,0,0,0
8559152,K02488.01,CONFIRMED,1.5,933.0,179.24,12.4128518,4.298,108.1,5945.0,4.196,1.346,291.4743,44.68351,0,0,0,0
2718778,K02489.01,CONFIRMED,1.82,1074.0,314.25,3.92453009,3.691,463.5,5776.0,4.554,0.849,292.6904,37.93457,0,0,0,0
3122913,K02490.01,CONFIRMED,1.88,584.0,27.47,11.60653061,2.194,771.7,4703.0,4.582,0.701,292.90161,38.297081,0,0,0,0
9229657,K02491.01,CONFIRMED,1.48,1252.0,581.38,2.66831274,2.4141,266.2,5806.0,4.528,0.899,296.07568,45.62706,0,0,0,0
10415227,K02562.01,FALSE POSITIVE,1.33,1312.0,700.81,2.9322509,2.931,181.2,6106.0,4.487,0.966,295.85266,47.503578,0,0,1,0
5175024,K02563.01,CONFIRMED,1.34,738.0,70.05,23.4772553,6.735,141.4,6384.0,4.361,1.121,288.09564,40.365971,0,0,0,0
9026749,K02564.01,CONFIRMED,4.96,757.0,77.68,66.5576728,10.532,214.2,5734.0,3.591,3.405,293.57394,45.384541,0,0,0,0
12216278,K02565.01,FALSE POSITIVE,2.15,1430.0,988.37,2.01948607,5.248,275.4,5884.0,4.481,0.944,295.5582,50.828388,0,0,1,0
9159242,K02566.01,FALSE POSITIVE,0.86,1244.0,566.03,3.04468229,5.951,71.4,5575.0,4.363,0.98,293.67426,45.517239,0,0,1,1
12061096,K02642.01,FALSE POSITIVE,2.46,735.0,69.16,15.05028313,1.848,615.2,5887.0,4.49,0.989,291.13638,50.575939,0,0,1,0
5794240,K00254.01,CONFIRMED,10.6,730.0,67.3,2.455240626,1.72722,36912.0,3793.0,4.697,0.568,292.87289,41.06427,0,0,0,0
6933567,K02643.01,CONFIRMED,1.35,734.0,68.75,9.08233411,2.008,296.9,5354.0,4.587,0.788,286.60416,42.440319,0,0,0,0
9993529,K02644.01,FALSE POSITIVE,1.24,1502.0,1200.65,0.790539912,1.0567,277.3,4791.0,4.541,0.767,282.40594,46.90448,0,0,1,0
11303815,K02645.01,FALSE POSITIVE,1.82,1455.0,1060.41,1.705782214,1.007,278.0,5387.0,4.38,1.009,295.06241,49.049278,0,0,1,1
6044553,K02646.01,FALSE POSITIVE,16.99,1790.0,2417.28,0.532086296,4.023,495.8,5271.0,4.636,0.698,292.48703,41.311119,1,0,1,0
9654468,K02417.01,CONFIRMED,2.89,347.0,3.42,47.7052566,5.959,1161.5,4551.0,4.609,0.672,294.00543,46.310692,0,0,0,0
4349452,K00244.02,CONFIRMED,2.53,1185.0,465.61,6.238535444,3.5255,401.6,6267.0,4.28,1.258,286.6384,39.487881,0,0,0,0
10027247,K02418.01,CONFIRMED,1.68,196.0,0.35,86.829519,7.464,751.0,3576.0,4.791,0.463,297.48669,46.996712,0,0,0,0
6343170,K02419.01,CONFIRMED,3.41,946.0,189.48,9.95667035,3.534,586.8,6165.0,4.365,1.115,283.2645,41.711449,0,0,0,0
7107802,K02420.01,CONFIRMED,1.64,870.0,135.34,10.41728722,4.125,210.4,5557.0,4.288,1.151,288.58835,42.605659,0,0,0,0
11752632,K02492.01,CONFIRMED,1.49,2335.0,7044.68,0.984941669,1.9724,81.4,5825.0,4.046,1.662,285.40494,49.99474,0,0,0,0
10028535,K02493.01,CONFIRMED,1.6,1681.0,1894.94,0.663085361,1.1522,322.7,5172.0,4.6,0.767,297.84149,46.967682,0,0,0,0
7047207,K02494.01,CONFIRMED,2.33,823.0,108.48,19.1187425,6.805,217.5,5862.0,4.148,1.463,295.59125,42.555241,0,0,0,0
5212220,K02495.01,FALSE POSITIVE,4.91,3081.0,21388.7,1.08749101,1.6192,126.4,5988.0,3.594,3.204,297.85938,40.326939,0,0,1,0
9964748,K02496.01,FALSE POSITIVE,0.91,1775.0,2337.65,1.183818383,1.393,84.3,6014.0,4.459,0.992,297.04852,46.867981,0,0,1,0
9842937,K02567.01,FALSE POSITIVE,1.33,1055.0,292.71,4.98845099,7.453,193.9,5695.0,4.411,0.961,296.44901,46.623589,0,0,1,1
9757613,K00250.03,CONFIRMED,1.21,652.0,42.68,3.543919702,1.8717,507.0,3879.0,4.708,0.537,284.94098,46.56654,0,0,0,0
8247770,K02569.01,CANDIDATE,1.37,956.0,197.82,8.28157072,3.1,139.2,5640.0,4.288,1.175,296.603,44.14082,0,0,0,0
6867588,K02571.01,CANDIDATE,0.96,1629.0,1654.69,0.82628442,0.9603,134.9,5218.0,4.548,0.829,293.13705,42.350479,0,0,0,0
7501646,K02572.01,CANDIDATE,2.15,935.0,180.66,6.37705295,1.949,502.8,5672.0,4.503,0.965,281.59235,43.177879,0,0,0,0
11962284,K02647.01,CONFIRMED,1.94,778.0,86.5,8.83929462,1.719,316.2,5330.0,4.491,0.87,290.98923,50.30806,0,0,0,0
2573056,K02648.01,FALSE POSITIVE,1.88,2797.0,14547.08,0.631795416,1.0703,145.2,6414.0,4.173,1.519,290.84714,37.864052,0,1,1,0
6842682,K02649.01,CONFIRMED,1.2,891.0,149.17,7.56126152,2.851,180.6,5853.0,4.529,0.895,284.28714,42.35561,0,0,0,0
8890150,K02650.01,CONFIRMED,1.14,292.0,1.71,34.9897847,4.208,498.5,3765.0,4.725,0.521,293.51108,45.136589,0,0,0,0
8890150,K02650.02,CONFIRMED,1.0,497.0,14.46,7.05429483,1.716,359.3,3765.0,4.725,0.521,293.51108,45.136589,0,0,0,0
8838950,K02421.01,CANDIDATE,0.55,903.0,157.05,2.27050106,1.903,106.7,4671.0,4.721,0.528,298.41931,45.071442,0,0,0,0
11360805,K02422.01,CONFIRMED,1.59,523.0,17.69,26.7838935,4.584,365.3,5242.0,4.512,0.856,296.55005,49.102322,0,0,0,0
9845898,K02423.01,CONFIRMED,2.32,604.0,31.54,45.126216,6.656,373.1,6499.0,4.378,1.169,297.37509,46.662209,0,0,0,0
12453581,K02424.01,CONFIRMED,1.86,625.0,35.99,11.94019101,2.866,631.7,5073.0,4.607,0.748,287.52203,51.375858,0,0,0,0
11922678,K02425.01,FALSE POSITIVE,1.1,1434.0,999.6,3.51295674,3.06,83.1,6453.0,4.326,1.17,295.96283,50.24025,0,0,1,1
11179076,K02497.01,CONFIRMED,2.78,396.0,5.81,48.4313003,4.03,886.4,4891.0,4.516,0.805,285.23245,48.806721,0,0,0,0
5364071,K00248.01,CONFIRMED,2.25,509.0,15.87,7.203855862,2.5418,1765.9,3834.0,4.708,0.539,292.29459,40.591789,0,0,0,0
5959719,K02498.01,CONFIRMED,0.73,786.0,90.19,6.73808701,2.591,92.9,5168.0,4.566,0.769,291.62878,41.208599,0,0,0,0
5544903,K02499.01,FALSE POSITIVE,2.45,1075.0,315.8,7.57571414,2.357,418.5,6418.0,4.395,1.171,295.0174,40.728001,0,0,1,0
5542983,K02501.01,FALSE POSITIVE,2.11,1532.0,1303.61,4.76887671,1.672,115.8,6063.0,3.926,1.855,294.50977,40.726452,0,1,1,0
8256453,K02573.01,FALSE POSITIVE,23.45,1346.0,775.18,1.347512632,1.9817,2651.8,5316.0,4.585,0.685,298.77756,44.119942,0,1,0,0
9474493,K02574.01,FALSE POSITIVE,1.32,2009.0,3827.79,0.512581697,1.5789,259.1,5547.0,4.571,0.82,295.46658,46.012402,0,0,1,1
4551663,K02576.01,FALSE POSITIVE,1.03,708.0,59.51,12.07760884,2.233,151.0,5370.0,4.471,0.845,288.77112,39.66798,0,0,1,0
12257999,K02577.01,CANDIDATE,20.83,1793.0,2442.24,18.55581565,5.372,565.9,5988.0,2.982,8.841,291.28772,50.909149,0,0,0,0
6922203,K02578.01,CANDIDATE,25.95,815.0,104.37,13.33094869,1.426,725.6,5991.0,4.394,1.039,281.26013,42.40329,0,0,0,0
11752908,K02651.01,FALSE POSITIVE,2.35,787.0,91.0,6.38315744,1.7075,1112.6,5262.0,4.623,0.714,285.57492,49.960892,0,0,0,1
7021681,K00255.01,CONFIRMED,2.47,314.0,2.28,27.52194772,4.047,2312.8,3780.0,4.746,0.511,287.85812,42.542629,0,0,0,0
4346178,K02652.01,CONFIRMED,2.94,715.0,61.87,16.1289679,6.271,389.0,5392.0,4.314,1.087,285.27643,39.446911,0,0,0,0
9664142,K02654.01,CONFIRMED,1.75,733.0,68.41,13.5631157,5.438,336.4,5853.0,4.529,0.895,297.33945,46.347252,0,0,0,0
10018233,K02655.01,CONFIRMED,1.83,678.0,49.81,16.2959916,2.116,369.6,5495.0,4.442,0.961,294.47833,46.945862,0,0,0,0
8081899,K02426.01,CONFIRMED,0.7,985.0,222.54,4.16056658,2.61,75.8,5481.0,4.574,0.815,284.90302,43.95396,0,0,0,0
10189557,K02427.01,FALSE POSITIVE,1.15,1134.0,390.28,2.93101771,2.231,199.1,5485.0,4.5,0.788,283.02725,47.249882,0,0,1,0
8478994,K00245.01,CONFIRMED,1.9,458.0,10.38,39.79220077,4.466,610.4,5437.0,4.571,0.781,284.05954,44.518215,0,0,0,0
9965184,K02428.01,FALSE POSITIVE,2.11,648.0,41.57,16.2276756,3.699,525.8,5328.0,4.447,0.883,297.18564,46.825298,0,1,1,1
9911882,K02429.01,FALSE POSITIVE,17.94,1346.0,778.05,1.595630597,1.793,259.6,5632.0,4.616,0.729,299.07828,46.78616,0,0,1,0
8631504,K02503.01,CONFIRMED,0.96,552.0,21.92,14.8200596,3.902,184.9,4825.0,4.603,0.732,294.39105,44.762959,0,0,0,0
8110767,K02504.01,CONFIRMED,2.34,625.0,36.01,20.49041,4.369,661.8,5681.0,4.524,0.923,296.18829,43.936852,0,0,0,0
5471574,K02505.01,FALSE POSITIVE,29.27,3399.0,31471.91,0.962827066,4.48,86.3,6534.0,3.647,3.028,297.68881,40.643661,0,1,1,1
6767840,K02506.01,CONFIRMED,1.79,949.0,191.84,8.679037,2.864,301.6,6117.0,4.42,1.027,288.77182,42.213219,0,0,0,0
8379705,K02507.01,CONFIRMED,1.93,843.0,119.44,11.1296971,2.942,371.0,6122.0,4.487,0.964,296.60141,44.32526,0,0,0,0
9896018,K02579.01,CONFIRMED,1.53,1455.0,1056.15,2.7296036,2.721,145.6,5887.0,4.292,1.235,293.98871,46.718021,0,0,0,0
11037511,K02580.01,CONFIRMED,1.59,1123.0,375.55,3.11604194,1.7763,345.2,5591.0,4.559,0.86,295.35446,48.5154,0,0,0,0
9757613,K00250.04,CONFIRMED,2.13,276.0,1.37,46.82767725,1.9033,1537.7,3879.0,4.708,0.537,284.94098,46.56654,0,0,0,0
11818872,K02581.01,CONFIRMED,0.87,697.0,55.82,12.7372371,3.358,100.8,5420.0,4.502,0.868,294.35092,50.081089,0,0,0,0
11771430,K02582.01,CONFIRMED,2.01,617.0,34.19,40.0306267,4.815,214.5,5855.0,4.227,1.373,295.84653,49.936131,0,0,0,0
5513012,K02668.01,CONFIRMED,1.4,1883.0,2982.78,0.679336747,1.2188,240.7,5440.0,4.491,0.913,283.92004,40.740131,0,0,0,0
11761199,K02669.01,FALSE POSITIVE,46.07,291.0,1.69,213.6103207,10.7643,110990.0,5931.0,4.554,0.845,290.75183,49.972301,0,1,0,0
8074805,K02670.01,FALSE POSITIVE,24.4,387.0,5.33,170.8658492,16.9895,29841.0,5989.0,4.221,1.324,281.05594,43.92374,0,1,0,0
2437505,K02671.01,CANDIDATE,59.5,655.0,43.52,21.47642727,5.5498,348130.0,5780.0,4.438,1.0,290.23032,37.777481,0,0,0,0
2437505,K02671.02,FALSE POSITIVE,5.97,700.0,56.9,17.5509742,4.064,3859.0,5780.0,4.438,1.0,290.23032,37.777481,0,0,0,0
11253827,K02672.01,CONFIRMED,4.7,390.0,5.47,88.5122014,6.8214,2518.7,5593.0,4.45,0.945,296.13281,48.977402,0,0,0,0
3533469,K02430.01,FALSE POSITIVE,1.5,780.0,87.48,10.21507506,3.395,258.6,5406.0,4.433,0.95,288.10608,38.659061,0,0,1,0
8956706,K02431.01,FALSE POSITIVE,1.91,701.0,57.04,8.3806973,3.028,650.8,5062.0,4.601,0.735,293.24487,45.298279,0,0,0,0
7047363,K02432.01,CONFIRMED,1.85,480.0,12.57,31.0572947,3.401,636.6,5395.0,4.615,0.734,295.62469,42.545898,0,0,0,0
11968463,K02433.01,CONFIRMED,3.12,829.0,111.74,15.1622287,7.332,479.8,6325.0,4.409,1.112,294.33847,50.33654,0,0,0,0
11968463,K02433.02,CONFIRMED,2.94,951.0,193.39,10.04378351,5.548,437.9,6325.0,4.409,1.112,294.33847,50.33654,0,0,0,0
8836888,K02508.01,CANDIDATE,1.51,818.0,105.84,7.10397925,1.5398,370.5,5488.0,4.584,0.789,297.90738,45.03231,0,0,0,0
9880190,K02509.01,CONFIRMED,1.13,907.0,159.65,4.5513988,2.457,188.7,5009.0,4.491,0.84,286.48364,46.752621,0,0,0,0
5364071,K00248.02,CONFIRMED,2.13,443.0,9.12,10.91274065,2.1801,1387.2,3834.0,4.708,0.539,292.29459,40.591789,0,0,0,0
5392702,K02510.01,FALSE POSITIVE,18.13,683.0,51.37,12.2141545,10.262,535.8,5435.0,4.578,0.824,299.03641,40.583172,0,0,1,0
8429566,K02511.01,FALSE POSITIVE,1.09,1119.0,369.47,3.732261,2.054,153.6,5762.0,4.495,0.867,291.35867,44.424252,0,1,1,0
10387742,K02583.01,CONFIRMED,0.6,1187.0,468.31,3.03267135,1.774,42.4,5640.0,4.492,0.921,283.42911,47.59251,0,0,0,0
7673841,K02585.01,CONFIRMED,0.95,1125.0,379.09,5.34182466,3.577,70.5,5767.0,4.287,1.135,288.66077,43.36808,0,0,0,0
9827149,K02586.01,CONFIRMED,1.66,1418.0,955.16,2.131945045,1.8061,269.4,5845.0,4.469,1.013,290.17618,46.698341,0,0,0,0
5546691,K02587.01,CONFIRMED,1.13,764.0,80.34,12.9462567,9.568,168.7,6058.0,4.54,0.867,295.46234,40.77697,0,0,0,0
12156347,K02588.01,CONFIRMED,1.5,598.0,30.22,5.77957133,2.5213,396.6,4102.0,4.687,0.581,289.74277,50.787041,0,0,0,0
8636539,K02656.01,CANDIDATE,1.33,1083.0,324.84,6.77367892,3.579,150.7,6392.0,4.425,1.072,296.00543,44.71851,0,0,0,0
9283156,K02657.01,CANDIDATE,0.58,941.0,185.16,5.22402436,2.608,48.1,5487.0,4.512,0.84,292.76175,45.727242,0,0,0,0
8547429,K02658.01,CONFIRMED,2.08,834.0,114.36,11.6601667,5.882,181.0,5791.0,4.381,1.083,286.22464,44.654469,0,0,0,0
8803882,K02659.01,FALSE POSITIVE,2.57,549.0,21.43,89.465468,9.88,67.9,5192.0,3.773,2.46,284.79694,45.099091,0,1,0,0
9893318,K02660.01,CONFIRMED,2.39,768.0,82.38,18.0161227,4.016,499.5,6245.0,4.406,1.065,292.86984,46.741859,0,0,0,0
6864885,K02434.01,FALSE POSITIVE,29.55,526.0,18.15,40.8777605,9.745,719.1,5930.0,4.489,0.937,292.35745,42.389149,0,1,1,1
5097868,K02435.01,FALSE POSITIVE,2.6,895.0,151.72,6.80243431,3.817,249.1,5836.0,4.561,0.816,291.37408,40.263371,0,0,1,0
8570333,K02436.01,CONFIRMED,2.59,366.0,4.26,84.5733346,5.762,891.6,5418.0,4.543,0.888,295.62927,44.69062,0,0,0,0
8478994,K00245.02,CONFIRMED,0.72,564.0,23.89,21.30181863,3.8763,87.3,5437.0,4.571,0.781,284.05954,44.518215,0,0,0,0
5036705,K02437.01,CONFIRMED,1.93,1389.0,878.32,4.14789051,3.829,137.6,6150.0,4.223,1.417,297.90579,40.162861,0,0,0,0
9574158,K02512.01,CANDIDATE,3.14,645.0,40.88,15.92108138,1.5443,716.8,5595.0,4.57,0.82,284.71988,46.25079,0,0,0,0
9653622,K02513.01,CONFIRMED,28.47,758.0,78.19,19.0054098,1.843,542.4,6347.0,4.423,1.036,293.66885,46.37925,0,0,0,0
4391348,K02514.01,FALSE POSITIVE,1.33,1638.0,1704.63,1.96433113,2.381,139.1,6306.0,4.405,1.121,297.40906,39.490292,0,0,1,0
7294743,K02516.01,CANDIDATE,1.43,1701.0,1978.53,2.81043228,3.874,47.4,5415.0,3.868,2.079,295.45367,42.858799,0,0,0,0
8947520,K02517.01,CONFIRMED,1.21,1677.0,1867.0,0.968527683,1.3672,114.6,5580.0,4.538,0.886,289.88437,45.211498,0,0,0,0
10468885,K02589.01,CONFIRMED,1.19,1703.0,1998.48,0.664074145,1.0925,212.6,5178.0,4.585,0.797,291.27899,47.687649,0,0,0,0
12016267,K02590.01,FALSE POSITIVE,1.01,1114.0,363.51,11.7489907,4.043,36.7,6440.0,4.081,1.655,293.50702,50.450119,0,0,0,0
6765135,K02592.01,CANDIDATE,2.87,348.0,3.46,175.603366,9.543,506.8,6225.0,4.461,1.009,287.75229,42.244781,0,0,0,0
3861595,K00004.01,CONFIRMED,12.94,2034.0,4055.29,3.849371737,2.632,1298.6,6244.0,3.657,2.992,294.35654,38.94738,0,0,0,0
5725087,K00033.01,FALSE POSITIVE,51.34,9983.0,2335438.28,0.366197145,1.2335,275.3,4448.0,1.694,31.5,296.9679,40.926769,0,1,0,0
10489206,K00251.01,CONFIRMED,2.54,590.0,28.75,4.164384505,1.8464,2338.0,3808.0,4.754,0.508,298.25812,47.604939,0,0,0,0
3426367,K02662.01,CONFIRMED,0.79,662.0,45.34,2.10433534,1.1168,242.1,3605.0,4.837,0.433,285.92889,38.520981,0,0,0,0
5562090,K02664.01,CONFIRMED,2.66,491.0,13.77,28.8431751,3.171,756.7,5151.0,4.528,0.785,298.73523,40.76416,0,0,0,0
11548140,K00256.01,FALSE POSITIVE,6.51,734.0,68.34,1.378649746,1.2232,22462.0,3440.0,4.82,0.439,285.18512,49.565369,0,1,0,0
12110786,K02665.01,FALSE POSITIVE,0.73,1797.0,2467.09,1.112207126,1.35,54.7,6046.0,4.486,0.972,291.5321,50.681599,0,0,1,0
5342061,K02666.01,CANDIDATE,3.47,411.0,6.72,64.034363,9.174,758.8,5691.0,4.561,0.783,284.11978,40.524281,0,0,0,0
3654095,K02667.01,FALSE POSITIVE,1.51,1694.0,1940.45,1.303576682,1.021,245.5,6045.0,4.494,0.955,293.62442,38.732479,0,0,1,0
5078939,K02438.01,FALSE POSITIVE,1.8,1252.0,579.19,1.958577398,2.388,453.0,5402.0,4.568,0.816,284.14609,40.272331,0,1,1,0
6867555,K02439.01,CONFIRMED,1.92,1183.0,462.91,5.19103699,4.222,290.1,6321.0,4.417,1.125,293.12738,42.320099,0,0,0,0
5339567,K02440.01,CONFIRMED,1.32,1121.0,372.7,4.86638504,2.296,143.8,5688.0,4.333,1.111,282.99973,40.557449,0,0,0,0
4459924,K02441.01,FALSE POSITIVE,0.81,883.0,143.74,4.79176993,4.52,116.6,5138.0,4.536,0.756,290.23987,39.564529,0,0,1,0
11080405,K02442.01,CONFIRMED,1.95,513.0,16.34,25.1933989,4.62,481.2,5009.0,4.491,0.84,289.85889,48.693851,0,0,0,0
5529738,K02518.01,FALSE POSITIVE,24.2,2280.0,6419.35,0.759762021,4.912,227.0,6386.0,4.402,1.123,290.53607,40.705849,0,0,0,1
4047631,K02519.01,CANDIDATE,2.25,717.0,62.51,4.790912471,0.5134,360.7,4359.0,4.601,0.676,288.9039,39.154209,0,0,0,0
10059645,K02520.01,CONFIRMED,1.75,732.0,68.05,6.49441464,2.344,357.3,4769.0,4.557,0.742,284.58578,47.079529,0,0,0,0
5364071,K00248.03,CONFIRMED,1.57,717.0,62.42,2.576571021,1.5997,852.8,3834.0,4.708,0.539,292.29459,40.591789,0,0,0,0
7183745,K02521.01,CONFIRMED,2.64,489.0,13.5,28.4750006,4.718,763.8,4996.0,4.497,0.831,285.86929,42.728088,0,0,0,0
8212002,K02593.01,CONFIRMED,0.98,874.0,138.25,14.7966306,5.613,56.1,6175.0,4.299,1.307,281.83533,44.155918,0,0,0,0
8004903,K02594.01,CONFIRMED,2.42,888.0,147.13,11.25401871,4.759,433.4,5995.0,4.351,1.118,280.25839,43.835758,0,0,0,0
8883329,K02595.01,CONFIRMED,1.24,1052.0,289.74,9.18244299,4.318,87.6,6194.0,4.242,1.314,290.99527,45.192211,0,0,0,0
8883329,K02595.02,CONFIRMED,1.12,901.0,155.87,14.6134781,5.266,72.8,6194.0,4.242,1.314,290.99527,45.192211,0,0,0,0
3644653,K02596.01,FALSE POSITIVE,30.39,351.0,3.59,119.682075,31.28,1704.1,5778.0,4.531,0.911,291.20081,38.747849,1,0,1,1
11253827,K02672.02,CONFIRMED,3.32,496.0,14.33,42.9923284,4.726,1120.1,5593.0,4.45,0.945,296.13281,48.977402,0,0,0,0
5514383,K00257.01,CONFIRMED,2.63,1080.0,321.63,6.88341278,2.0674,487.4,6139.0,4.359,1.193,284.63519,40.71983,0,0,0,0
10747445,K02673.01,FALSE POSITIVE,44.14,1022.0,258.12,4.593595496,2.7468,45034.0,5717.0,4.538,0.884,297.46594,48.089329,0,1,0,0
8022489,K02674.01,CONFIRMED,9.52,391.0,5.54,197.5111484,11.106,2575.6,5616.0,4.004,1.674,289.65125,43.824421,0,0,0,0
8022489,K02674.02,CONFIRMED,1.5,1019.0,255.06,11.1726723,6.106,76.8,5616.0,4.004,1.674,289.65125,43.824421,0,0,0,0
8022489,K02674.03,CONFIRMED,1.36,1671.0,1842.18,2.53573284,3.989,68.0,5616.0,4.004,1.674,289.65125,43.824421,0,0,0,0
9209624,K02443.01,CONFIRMED,1.01,994.0,230.81,6.79164656,3.343,102.6,5772.0,4.351,1.003,287.79819,45.656712,0,0,0,0
9209624,K02443.02,CONFIRMED,1.0,826.0,110.03,11.8376933,3.381,92.9,5772.0,4.351,1.003,287.79819,45.656712,0,0,0,0
3354846,K02444.01,CONFIRMED,2.53,612.0,33.14,18.5525162,4.385,771.5,5569.0,4.566,0.829,294.57623,38.45697,0,0,0,0
6516185,K02445.01,CANDIDATE,11.97,481.0,12.62,47.3659328,7.929,757.0,5708.0,4.482,0.902,289.88446,41.906551,0,0,0,0
8478994,K00245.03,CONFIRMED,0.27,656.0,43.71,13.3669309,3.733,12.2,5417.0,4.567,0.772,284.05954,44.518215,0,0,0,0
3946023,K02447.01,FALSE POSITIVE,0.83,2291.0,6522.69,1.045492348,2.933,28.7,6057.0,4.088,1.457,289.0787,39.04034,0,1,1,0
7183745,K02521.02,CONFIRMED,1.94,881.0,142.39,4.86634094,1.885,366.7,4996.0,4.497,0.831,285.86929,42.728088,0,0,0,0
9177629,K02522.01,CONFIRMED,1.25,774.0,84.65,5.60402307,1.0273,224.9,4847.0,4.581,0.737,299.38159,45.592239,0,0,0,0
7778767,K02523.01,CONFIRMED,2.88,774.0,84.94,13.0313583,4.521,573.3,5514.0,4.345,1.071,299.16953,43.44109,0,0,0,0
7515762,K02524.01,CONFIRMED,2.41,627.0,36.5,40.9905002,7.336,297.3,5842.0,4.17,1.41,287.83847,43.153229,0,0,0,0
5942949,K02525.01,CONFIRMED,1.95,355.0,3.76,57.2932309,4.878,773.6,4806.0,4.564,0.729,285.29193,41.255692,0,0,0,0
12120307,K02597.01,CONFIRMED,1.52,1035.0,271.68,8.00504749,3.32,187.5,6398.0,4.411,1.101,296.30197,50.672321,0,0,0,0
12120307,K02597.02,CONFIRMED,1.61,901.0,155.85,12.13070414,3.843,211.2,6398.0,4.411,1.101,296.30197,50.672321,0,0,0,0
12120307,K02597.03,CONFIRMED,1.41,1165.0,435.61,5.61357653,2.905,162.3,6398.0,4.411,1.101,296.30197,50.672321,0,0,0,0
7446631,K02598.01,CANDIDATE,1.35,614.0,33.69,29.2254372,5.293,174.1,6049.0,4.461,1.008,292.32419,43.033451,0,0,0,0
9777251,K02600.01,FALSE POSITIVE,1.19,1728.0,2107.29,1.33255087,3.565,123.3,5774.0,4.347,1.054,294.53516,46.506149,0,0,1,1
6864893,K02375.01,FALSE POSITIVE,1.62,437.0,8.59,40.8792243,7.005,413.6,5383.0,4.609,0.72,292.36026,42.398022,0,1,1,1
11701407,K02376.01,CONFIRMED,2.34,591.0,28.85,18.8262877,2.344,795.8,5215.0,4.481,0.845,285.14264,49.800671,0,0,0,0
5906426,K02377.01,CANDIDATE,1.55,646.0,41.08,13.9034057,3.408,261.4,5261.0,4.523,0.819,299.29227,41.15308,0,0,0,0
11288051,K00241.03,CONFIRMED,1.06,892.0,149.88,3.41045981,2.866,136.2,4983.0,4.66,0.651,286.75278,49.064911,0,0,0,0
10813132,K02378.01,CONFIRMED,1.19,1046.0,282.97,4.76702759,2.013,163.4,5629.0,4.43,0.937,297.46362,48.181412,0,0,0,0
5857540,K02448.01,CONFIRMED,3.28,639.0,39.48,13.62801048,3.5374,912.8,5052.0,4.48,0.855,284.6062,41.196381,0,0,0,0
12208631,K02449.01,CANDIDATE,3.41,474.0,11.94,53.3580444,6.812,736.1,5481.0,4.369,1.036,291.55051,50.825611,0,0,0,0
7289317,K02450.01,CONFIRMED,1.86,690.0,53.44,16.83203175,4.031,326.0,5518.0,4.4,1.008,294.00946,42.880772,0,0,0,0
6500206,K02451.01,FALSE POSITIVE,2.01,703.0,57.85,13.37499553,1.639,458.1,5263.0,4.404,0.961,283.1788,41.989922,0,1,0,0
5545815,K02452.01,FALSE POSITIVE,1.33,1179.0,456.83,4.35370136,1.913,168.9,5992.0,4.382,0.985,295.26068,40.766392,0,0,1,0
3116302,K02526.01,FALSE POSITIVE,0.87,385.0,5.18,134.96694,18.43,68.4,6154.0,4.416,1.053,291.39886,38.228611,0,0,0,0
7879433,K02527.01,CONFIRMED,0.55,1008.0,245.15,1.385787741,1.6449,85.4,4239.0,4.667,0.6,287.1427,43.616051,0,0,0,0
9205907,K02528.01,CONFIRMED,3.28,776.0,85.78,12.02295362,1.2667,778.6,5982.0,4.535,0.879,285.67377,45.639858,0,0,0,0
8463346,K02529.01,CONFIRMED,2.75,503.0,15.19,16.79716262,3.83,1023.8,4652.0,4.617,0.697,301.72076,44.41206,0,0,0,0
5364071,K00248.04,CONFIRMED,1.53,371.0,4.48,18.59611518,2.3052,813.8,3834.0,4.708,0.539,292.29459,40.591789,0,0,0,0
10489206,K00251.02,CONFIRMED,0.8,529.0,18.6,5.77440326,1.768,245.3,3808.0,4.754,0.508,298.25812,47.604939,0,0,0,0
7531677,K02601.01,FALSE POSITIVE,1.64,1548.0,1359.14,2.622134451,4.735,128.2,5864.0,4.199,1.369,292.99469,43.180672,0,0,1,0
10068659,K02602.01,CONFIRMED,1.58,796.0,94.94,11.47685263,2.756,240.6,5550.0,4.384,1.032,289.13467,47.062988,0,0,0,0
2443393,K02603.01,CANDIDATE,1.77,563.0,23.81,73.711039,10.062,136.7,6374.0,4.193,1.502,291.45755,37.742935,0,0,0,0
9019191,K02604.01,CANDIDATE,16.25,558.0,22.91,14.43348326,2.663,526.8,4915.0,4.627,0.702,290.82437,45.355019,0,0,0,0
9718379,K02379.01,FALSE POSITIVE,20.75,585.0,27.65,40.0088894,3.616,582.3,6237.0,4.403,1.023,295.06583,46.466389,0,1,1,0
3002478,K02380.01,CANDIDATE,1.59,990.0,227.07,6.35705314,1.324,272.2,5982.0,4.493,0.96,294.18561,38.108669,0,0,0,0
4055774,K02381.01,FALSE POSITIVE,1.35,871.0,136.02,6.58738839,4.758,258.5,5616.0,4.564,0.822,291.17999,39.10508,0,0,1,1
