kepid,kepoi_name,koi_disposition,koi_prad,koi_teq,koi_insol,koi_period,koi_duration,koi_depth,koi_steff,koi_slogg,koi_srad,ra,dec,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
10797460,K00752.01,CONFIRMED,2.26,793.0,93.59,9.48803557,2.9575,615.8,5455.0,4.467,0.927,291.93423,48.141651,0,0,0,0
10797460,K00752.02,CONFIRMED,2.83,443.0,9.11,54.4183827,4.507,874.8,5455.0,4.467,0.927,291.93423,48.141651,0,0,0,0
10811496,K00753.01,CANDIDATE,14.6,638.0,39.3,19.89913995,1.7822,10829.0,5853.0,4.544,0.868,297.00482,48.134129,0,0,0,0
10848459,K00754.01,FALSE POSITIVE,33.46,1395.0,891.96,1.736952453,2.40641,8079.2,5805.0,4.564,0.791,285.53461,48.28521,0,1,0,0
10854555,K00755.01,CONFIRMED,2.75,1406.0,926.16,2.525591777,1.6545,603.3,6031.0,4.438,1.046,288.75488,48.2262,0,0,0,0
10872983,K00756.01,CONFIRMED,3.9,835.0,114.81,11.09432054,4.5945,1517.5,6046.0,4.486,0.972,296.28613,48.22467,0,0,0,0
10872983,K00756.02,CONFIRMED,2.77,1160.0,427.65,4.13443512,3.1402,686.0,6046.0,4.486,0.972,296.28613,48.22467,0,0,0,0
10872983,K00756.03,CONFIRMED,1.59,1360.0,807.74,2.56658897,2.429,226.5,6046.0,4.486,0.972,296.28613,48.22467,0,0,0,0
6721123,K00114.01,FALSE POSITIVE,39.21,1342.0,767.22,7.36178958,5.022,233.7,6227.0,3.986,1.958,298.86435,42.151569,0,1,1,0
10910878,K00757.01,CONFIRMED,5.76,600.0,30.75,16.06864674,3.5347,4914.3,5031.0,4.485,0.848,286.99948,48.37579,0,0,0,0
11446443,K00001.01,CONFIRMED,13.04,1339.0,761.46,2.470613377,1.74319,14231.0,5820.0,4.457,0.964,286.80847,49.316399,0,0,0,0
10666592,K00002.01,CONFIRMED,16.1,2048.0,4148.92,2.204735417,3.88864,6674.7,6440.0,4.019,1.952,292.24728,47.969521,0,1,0,0
6922244,K00010.01,CONFIRMED,14.59,1521.0,1264.67,3.522498429,3.19843,9145.7,6225.0,4.169,1.451,281.28812,42.45108,0,0,0,0
10984090,K00112.02,CONFIRMED,1.16,1206.0,500.46,3.709214104,2.6302,131.1,5833.0,4.407,1.022,295.64871,48.49556,0,0,0,0
10419211,K00742.01,FALSE POSITIVE,150.51,753.0,75.88,11.521446064,3.6399,17984.0,5795.0,4.554,0.848,297.07993,47.597401,0,1,0,0
10464078,K00743.01,FALSE POSITIVE,7.18,523.0,17.69,19.40393776,12.2155,8918.7,5043.0,4.591,0.68,289.25821,47.635319,0,1,0,0
10480982,K00744.01,FALSE POSITIVE,49.29,698.0,55.97,19.221388942,4.79843,74284.0,6117.0,4.496,0.947,295.81454,47.69035,0,1,0,0
10485250,K00745.01,FALSE POSITIVE,7.94,595.0,29.61,16.46983774,9.4378,10479.0,5152.0,4.517,0.786,297.15442,47.668701,0,1,0,0
10526549,K00746.01,CONFIRMED,2.47,649.0,41.85,9.27358173,3.2875,1288.3,4856.0,4.583,0.696,288.13824,47.724449,0,0,0,0
10583066,K00747.01,CONFIRMED,2.85,678.0,50.04,6.02930329,1.5821,1912.7,4537.0,4.648,0.672,283.71088,47.86327,0,0,0,0
10583180,K00748.01,FALSE POSITIVE,1.58,1066.0,305.34,2.696370652,3.6129,397.9,4989.0,4.504,0.819,283.76547,47.804298,0,1,1,1
10601284,K00749.01,CONFIRMED,2.55,919.0,168.99,5.349553819,3.0278,831.0,5185.0,4.44,0.91,292.37613,47.880989,0,0,0,0
10601284,K00749.02,CONFIRMED,1.7,1018.0,253.15,3.94105221,2.5984,363.3,5185.0,4.44,0.91,292.37613,47.880989,0,0,0,0
10601284,K00749.03,CONFIRMED,1.3,800.0,97.03,8.10904807,3.596,217.4,5185.0,4.44,0.91,292.37613,47.880989,0,0,0,0
2306756,K00113.01,FALSE POSITIVE,41.5,297.0,1.84,386.6030528,6.8057,24927.0,5543.0,4.081,1.58,292.27374,37.671558,0,1,0,0
10662202,K00750.01,CONFIRMED,2.95,530.0,18.64,21.67699193,3.4555,857.2,4954.0,4.5,0.828,290.46512,47.92918,0,0,0,0
10682541,K00751.01,CONFIRMED,2.78,917.0,166.95,4.99677968,2.1717,934.7,5339.0,4.552,0.847,297.80826,47.946671,0,0,0,0
11460018,K00769.01,CONFIRMED,2.3,1012.0,247.87,4.280963604,2.875,750.8,5644.0,4.564,0.831,294.26581,49.314091,0,0,0,0
11463211,K00770.01,FALSE POSITIVE,4.53,1452.0,1054.12,1.50635409,1.5155,2211.7,5714.0,4.563,0.831,295.66522,49.351009,0,0,1,0
11465813,K00771.01,FALSE POSITIVE,14.14,196.0,0.35,670.645531,53.412,18091.0,5520.0,4.466,0.983,296.69861,49.316479,0,1,1,0
11493732,K00772.01,FALSE POSITIVE,39.87,505.0,15.43,61.2563628,7.633,5123.3,6144.0,4.402,1.091,283.72592,49.479519,0,1,0,0
11507101,K00773.01,CONFIRMED,2.82,529.0,18.53,38.3775486,5.588,724.2,5481.0,4.369,1.036,291.72202,49.480869,0,0,0,0
10910878,K00757.02,CONFIRMED,3.86,439.0,8.76,41.19725502,4.6297,2213.9,5031.0,4.485,0.848,286.99948,48.37579,0,0,0,0
10910878,K00757.03,CONFIRMED,2.65,823.0,108.3,6.252962249,2.5819,1036.9,5031.0,4.485,0.848,286.99948,48.37579,0,0,0,0
10987985,K00758.01,CONFIRMED,3.1,593.0,29.31,16.01308419,3.2554,1121.9,5015.0,4.499,0.826,297.02563,48.478588,0,0,0,0
11018648,K00759.01,CONFIRMED,3.36,506.0,15.55,32.62876672,4.7971,1804.8,5586.0,4.56,0.798,285.71854,48.505859,0,0,0,0
11018648,K00759.02,CONFIRMED,2.12,359.0,3.92,91.7732862,6.473,652.0,5586.0,4.56,0.798,285.71854,48.505859,0,0,0,0
11138155,K00760.01,CONFIRMED,12.21,1103.0,349.4,4.959319244,2.22739,9802.0,5712.0,4.359,1.082,292.16705,48.727589,0,0,0,0
11152159,K00761.01,FALSE POSITIVE,6.54,1222.0,527.81,2.701287801,3.3827,860.4,5550.0,4.468,0.91,297.92365,48.777321,0,1,1,0
11153539,K00762.01,CONFIRMED,2.1,1133.0,389.62,4.49876511,3.7362,460.0,6075.0,4.486,0.969,298.45685,48.791592,0,0,0,0
11242721,K00763.01,FALSE POSITIVE,12.42,730.0,67.03,19.651209505,5.2514,11766.0,6074.0,4.391,1.063,291.0939,48.933842,0,1,0,0
9579641,K00115.01,CONFIRMED,2.94,1093.0,337.68,5.412203927,2.9472,601.6,5779.0,4.339,1.087,287.88733,46.276241,0,0,0,0
11304958,K00764.01,CONFIRMED,5.5,516.0,16.72,41.43958662,10.5989,2793.1,5468.0,4.367,1.046,295.55505,49.017342,0,0,0,0
11391957,K00765.01,CONFIRMED,2.52,790.0,91.9,8.35389523,2.2514,1041.6,5592.0,4.582,0.787,285.49924,49.277351,0,0,0,0
11403044,K00766.01,CONFIRMED,4.43,1243.0,565.35,4.125543472,3.1744,1487.3,6174.0,4.417,1.103,291.93616,49.253979,0,0,0,0
11414511,K00767.01,CONFIRMED,12.21,1219.0,521.13,2.816504904,2.50587,16814.0,5532.0,4.452,0.955,297.01547,49.225288,0,0,0,0
11442465,K00768.01,FALSE POSITIVE,7.34,430.0,8.11,33.93373447,14.561,8503.7,5040.0,4.628,0.705,284.17233,49.360722,0,1,1,0
12110942,K00786.01,CONFIRMED,1.89,1147.0,408.99,3.689920099,2.6557,426.7,5880.0,4.518,0.917,291.62241,50.61824,0,0,0,0
12366084,K00787.01,CONFIRMED,3.25,1104.0,351.23,4.431238488,3.15,1010.9,5714.0,4.428,1.015,295.81616,51.121738,0,0,0,0
12366084,K00787.02,CONFIRMED,3.95,806.0,99.68,11.37936986,2.6255,1023.5,5714.0,4.428,1.015,295.81616,51.121738,0,0,0,0
12404086,K00788.01,CONFIRMED,3.07,489.0,13.49,26.39432897,3.573,1510.9,5129.0,4.595,0.763,289.39972,51.25032,0,0,0,0
8395660,K00116.01,CONFIRMED,2.64,785.0,89.61,13.57078281,3.3539,511.7,5854.0,4.406,1.012,300.86398,44.337551,0,0,0,0
9579641,K00115.02,CONFIRMED,1.79,997.0,233.31,7.12594387,3.0014,192.4,5779.0,4.339,1.087,287.88733,46.276241,0,0,0,0
11656840,K00774.01,FALSE POSITIVE,15.03,967.0,206.78,7.442652004,2.3078,24446.0,6108.0,4.469,0.956,288.98682,49.733742,0,1,0,0
11754553,K00775.01,CONFIRMED,2.0,433.0,8.35,16.38489988,3.0249,1127.1,4126.0,4.661,0.615,286.73804,49.97575,0,0,0,0
11754553,K00775.02,CONFIRMED,2.16,553.0,22.18,7.8774163,2.0805,1306.1,4126.0,4.661,0.615,286.73804,49.97575,0,0,0,0
11754553,K00775.03,CONFIRMED,1.99,332.0,2.88,36.4454001,4.007,1122.3,4126.0,4.661,0.615,286.73804,49.97575,0,0,0,0
11812062,K00776.01,CONFIRMED,6.02,1023.0,258.34,3.728732147,2.683,5226.5,5497.0,4.577,0.809,290.78574,50.054119,0,0,0,0
11818800,K00777.01,CANDIDATE,7.51,467.0,11.29,40.4195037,3.362,6256.0,5446.0,4.507,0.781,294.31686,50.080231,0,0,0,0
11853255,K00778.01,CONFIRMED,1.99,822.0,107.6,2.243380573,1.1196,821.7,4149.0,4.698,0.564,285.17621,50.149818,0,0,0,0
11909839,K00779.01,FALSE POSITIVE,11.23,833.0,113.94,10.405998015,6.5036,14489.0,5746.0,4.393,0.924,289.23553,50.241001,0,1,0,0
11918099,K00780.01,CONFIRMED,2.34,1070.0,311.16,2.337437946,1.9982,971.2,5005.0,4.595,0.765,293.83331,50.23035,0,0,0,0
11918099,K00780.02,CANDIDATE,19.45,734.0,68.63,7.2406612,0.558,556.4,5005.0,4.595,0.765,293.83331,50.23035,0,0,0,0
9579641,K00115.03,CANDIDATE,0.55,1272.0,617.61,3.43591631,3.133,23.2,5779.0,4.339,1.087,287.88733,46.276241,0,0,0,0
11923270,K00781.01,CONFIRMED,2.65,396.0,5.82,11.59822233,2.5237,2804.5,3688.0,4.79,0.473,296.22195,50.28722,0,0,0,0
11960862,K00782.01,CONFIRMED,5.31,1015.0,251.38,6.575315881,4.3084,2793.3,5992.0,4.415,0.989,290.09805,50.321609,0,0,0,0
12020329,K00783.01,CONFIRMED,4.86,833.0,113.64,7.275040844,7.5377,3001.0,5485.0,4.556,0.867,295.45529,50.49456,0,0,0,0
12066335,K00784.01,CONFIRMED,1.93,393.0,5.66,19.27153892,2.7594,1219.8,4077.0,4.702,0.56,293.97336,50.53191,0,0,0,0
12066335,K00784.02,CONFIRMED,1.91,488.0,13.43,10.06524317,1.369,1053.3,4077.0,4.702,0.56,293.97336,50.53191,0,0,0,0
12070811,K00785.01,CONFIRMED,2.66,677.0,49.68,12.3935651,3.8896,916.6,5557.0,4.603,0.75,296.02133,50.56778,0,0,0,0
8395660,K00116.02,CONFIRMED,2.87,531.0,18.77,43.84439721,6.802,615.2,5854.0,4.406,1.012,300.86398,44.337551,0,0,0,0
3120431,K00798.01,FALSE POSITIVE,21.55,1032.0,268.67,3.341913228,3.813,725.3,5295.0,4.551,0.811,292.31595,38.27029,0,1,1,0
3246984,K00799.01,FALSE POSITIVE,32.43,1547.0,1355.88,1.626630225,2.1145,1620.6,5735.0,4.41,0.973,294.36819,38.31028,0,0,1,0
3342970,K00800.01,CONFIRMED,3.12,1420.0,960.79,2.711504086,3.0099,837.5,6214.0,4.442,1.076,291.65353,38.494659,0,0,0,0
3342970,K00800.02,CONFIRMED,3.32,1025.0,260.58,7.21203748,4.0491,950.4,6214.0,4.442,1.076,291.65353,38.494659,0,0,0,0
12459725,K00789.01,FALSE POSITIVE,1.88,711.0,60.35,14.1798187,2.505,459.9,5799.0,4.539,0.878,291.0448,51.321671,0,0,0,1
12470844,K00790.01,CONFIRMED,2.59,751.0,75.44,8.47237911,2.7245,1123.5,5354.0,4.587,0.788,296.36652,51.319519,0,0,0,0
12470844,K00790.02,CONFIRMED,2.36,390.0,5.49,60.4189369,5.039,931.3,5354.0,4.587,0.788,296.36652,51.319519,0,0,0,0
12644822,K00791.01,CONFIRMED,7.4,753.0,76.15,12.611904345,5.1497,6105.6,5795.0,4.508,0.919,289.11221,51.737381,0,0,0,0
2440757,K00792.01,FALSE POSITIVE,46.58,1920.0,3209.29,1.433769925,1.8868,1976.3,6017.0,4.22,1.339,290.84369,37.728828,0,1,0,0
2445129,K00793.01,FALSE POSITIVE,28.59,876.0,139.26,10.31872301,3.836,871.7,5927.0,4.409,1.06,291.84891,37.713501,0,1,1,0
2713049,K00794.01,CONFIRMED,2.06,1332.0,743.09,2.539183147,2.4282,382.1,5519.0,4.35,1.062,291.43997,37.905659,0,0,0,0
3114167,K00795.01,CONFIRMED,2.77,812.0,102.87,6.770300385,2.0844,1304.0,5653.0,4.656,0.679,290.87051,38.273628,0,0,0,0
3114661,K00796.01,FALSE POSITIVE,27.51,1836.0,2706.26,0.444291966,2.0792,10967.0,5255.0,4.678,0.636,290.99689,38.28492,0,1,1,1
3115833,K00797.01,CANDIDATE,7.73,812.0,102.91,10.181584004,3.5089,5741.1,5988.0,4.541,0.836,291.28195,38.241669,0,0,0,0
4139816,K00812.02,CONFIRMED,1.96,361.0,4.0,20.06036336,3.3203,1494.7,3950.0,4.754,0.493,286.07913,39.27832,0,0,0,0
4139816,K00812.03,CONFIRMED,1.83,273.0,1.32,46.1842039,4.758,1394.7,3950.0,4.754,0.493,286.07913,39.27832,0,0,0,0
8395660,K00116.04,CONFIRMED,1.31,649.0,41.94,23.9800854,5.351,104.0,5854.0,4.406,1.012,300.86398,44.337551,0,0,0,0
4139816,K00812.04,CONFIRMED,1.2,494.0,14.05,7.82502168,2.186,520.8,3950.0,4.754,0.493,286.07913,39.27832,0,0,0,0
4275191,K00813.01,CONFIRMED,7.34,1005.0,241.62,3.895936525,2.3111,8544.8,5557.0,4.592,0.774,294.65524,39.308361,0,0,0,0
4476123,K00814.01,CONFIRMED,2.32,536.0,19.45,22.36646466,5.228,986.8,5395.0,4.615,0.734,294.71063,39.52174,0,0,0,0
3351888,K00801.01,CONFIRMED,9.73,1579.0,1467.41,1.625522174,2.38963,7969.0,5539.0,4.322,1.106,293.87192,38.422939,0,0,0,0
3453214,K00802.01,CANDIDATE,13.6,643.0,40.39,19.620346923,2.0038,21725.0,5710.0,4.492,0.905,293.81619,38.563568,0,0,0,0
3554600,K00803.01,FALSE POSITIVE,17.47,838.0,116.46,7.544039,6.222,322.6,5657.0,4.567,0.824,293.94116,38.601101,1,0,1,0
3641726,K00804.01,CONFIRMED,2.57,757.0,77.75,9.02930689,3.1449,1019.8,5349.0,4.526,0.82,290.33362,38.72823,0,0,0,0
3734868,K00805.01,FALSE POSITIVE,13.28,843.0,119.31,10.328035714,7.7915,16918.0,5627.0,4.359,1.024,287.69675,38.886452,0,1,0,0
3832474,K00806.01,CONFIRMED,8.9,308.0,2.14,143.2063047,8.9302,10566.0,5485.0,4.556,0.867,285.28363,38.947281,0,0,0,0
8395660,K00116.03,CONFIRMED,0.79,1021.0,256.35,6.164876,3.262,55.8,5854.0,4.406,1.012,300.86398,44.337551,0,0,0,0
3832474,K00806.02,CONFIRMED,12.19,411.0,6.77,60.32494216,6.6188,20280.0,5485.0,4.556,0.867,285.28363,38.947281,0,0,0,0
3832474,K00806.03,CONFIRMED,1.91,524.0,17.85,29.1598615,4.803,488.0,5485.0,4.556,0.867,285.28363,38.947281,0,0,0,0
3836375,K00807.01,FALSE POSITIVE,25.69,1470.0,1105.68,1.540397253,2.1541,816.1,5663.0,4.53,0.915,286.92639,38.921631,0,0,1,1
3838486,K00808.01,FALSE POSITIVE,1.7,918.0,168.45,2.99025443,5.414,589.2,4667.0,4.578,0.731,287.74881,38.92955,0,0,1,1
3935914,K00809.01,CONFIRMED,11.3,1539.0,1329.42,1.594745374,1.9604,15044.0,5934.0,4.491,0.893,285.21381,39.027481,0,0,0,0
3940418,K00810.01,CONFIRMED,2.5,886.0,145.48,4.783002698,2.335,1008.7,5170.0,4.574,0.807,287.09399,39.060719,0,0,0,0
4049131,K00811.01,CONFIRMED,3.41,518.0,17.06,20.50588921,4.0595,2105.5,4905.0,4.544,0.761,289.31543,39.153278,0,0,0,0
4139816,K00812.01,CONFIRMED,2.03,656.0,43.73,3.340218842,1.9104,1632.6,3950.0,4.754,0.493,286.07913,39.27832,0,0,0,0
5287983,K00828.01,FALSE POSITIVE,30.26,1326.0,730.47,2.507089906,2.0067,1339.2,5926.0,4.506,0.939,295.37805,40.493401,0,1,1,0
5358241,K00829.01,CONFIRMED,3.12,701.0,57.13,18.64932728,4.4056,893.6,5775.0,4.405,1.053,290.46176,40.562462,0,0,0,0
10875245,K00117.02,CONFIRMED,1.7,1262.0,598.74,4.90144976,4.1654,140.7,5847.0,4.191,1.402,297.02826,48.208611,0,0,0,0
5358241,K00829.02,CONFIRMED,2.76,870.0,135.66,9.75192101,4.793,418.0,5775.0,4.405,1.053,290.46176,40.562462,0,0,0,0
5358241,K00829.03,CONFIRMED,4.02,550.0,21.71,38.5576546,5.794,993.0,5775.0,4.405,1.053,290.46176,40.562462,0,0,0,0
5358624,K00830.01,CONFIRMED,11.58,975.0,213.12,3.525632539,2.59959,22335.0,5150.0,4.572,0.793,290.58173,40.5774,0,0,0,0
4544670,K00815.01,CANDIDATE,7.61,511.0,16.1,34.84398644,2.9315,4523.6,5509.0,4.482,0.871,285.92001,39.624828,0,0,0,0
4664847,K00816.01,CONFIRMED,5.52,964.0,204.39,7.748094239,3.5957,2472.1,5973.0,4.439,1.085,294.4899,39.771439,0,0,0,0
4725681,K00817.01,CONFIRMED,1.8,329.0,2.77,23.96793669,3.827,1182.3,3747.0,4.728,0.524,283.86639,39.898079,0,0,0,0
4725681,K00817.02,CONFIRMED,1.82,469.0,11.39,8.29561738,1.3421,824.3,3747.0,4.728,0.524,283.86639,39.898079,0,0,0,0
4913852,K00818.01,CONFIRMED,2.1,460.0,10.55,8.11437482,2.2736,1558.0,3692.0,4.753,0.517,288.81201,40.033401,0,0,0,0
4932348,K00819.01,FALSE POSITIVE,27.5,500.0,14.81,38.036729482,4.34617,82872.0,5575.0,4.521,0.932,294.14789,40.055538,0,1,0,0
4936180,K00820.01,CANDIDATE,30.09,1155.0,421.08,4.64090031,35.512,2450.6,6463.0,4.5,0.826,295.11371,40.071171,0,0,0,0
11913073,K00011.01,FALSE POSITIVE,13.65,1031.0,266.76,3.747838198,5.0642,616.0,5514.0,4.569,0.826,291.06152,50.265129,0,1,1,1
10875245,K00117.01,CONFIRMED,2.89,874.0,137.91,14.74914825,6.0995,430.2,5847.0,4.191,1.402,297.02826,48.208611,0,0,0,0
5021899,K00821.01,CONFIRMED,3.38,639.0,39.33,21.81295996,4.3791,1175.4,5601.0,4.41,0.999,294.77686,40.15374,0,0,0,0
5077629,K00822.01,FALSE POSITIVE,10.34,814.0,104.0,7.91936937,3.3148,15148.0,5690.0,4.588,0.776,283.53845,40.217999,0,1,0,0
5115978,K00823.01,CANDIDATE,72.77,1947.0,3400.48,1.028436523,1.8606,8098.0,6228.0,4.428,0.99,296.00699,40.295429,0,0,0,0
5164255,K00824.01,CONFIRMED,11.01,600.0,30.54,15.37562369,3.3169,15337.0,4986.0,4.496,0.833,283.25354,40.358189,0,0,0,0
5252423,K00825.01,CONFIRMED,2.11,687.0,52.82,8.10363271,3.161,887.9,4861.0,4.574,0.732,283.22141,40.421829,0,0,0,0
5252423,K00825.02,CONFIRMED,1.46,823.0,108.84,4.71510843,2.506,417.5,4861.0,4.574,0.732,283.22141,40.421829,0,0,0,0
5272878,K00826.01,CONFIRMED,2.44,914.0,165.33,6.365839713,2.9721,780.7,5776.0,4.554,0.849,291.14951,40.420521,0,0,0,0
5283542,K00827.01,FALSE POSITIVE,3.86,1047.0,284.25,5.97581754,3.065,962.4,6108.0,4.471,0.997,294.22397,40.417858,0,0,1,0
5649215,K00839.01,FALSE POSITIVE,26.25,1261.0,597.19,2.446737317,4.7211,1177.9,5764.0,4.548,0.863,298.96112,40.862808,0,0,1,1
5651104,K00840.01,CONFIRMED,8.99,1021.0,257.29,3.04033046,1.8411,10859.0,5035.0,4.519,0.791,299.3161,40.82238,0,0,0,0
5792202,K00841.01,CONFIRMED,5.0,610.0,32.67,15.33528675,3.897,3081.4,5251.0,4.581,0.817,292.23676,41.08588,0,0,0,0
10875245,K00117.04,CONFIRMED,1.06,1074.0,314.15,7.95825328,4.377,50.0,5847.0,4.191,1.402,297.02826,48.208611,0,0,0,0
5792202,K00841.02,CONFIRMED,6.5,481.0,12.61,31.33046135,5.176,5073.8,5251.0,4.581,0.817,292.23676,41.08588,0,0,0,0
5370302,K00831.01,FALSE POSITIVE,12.28,1104.0,351.05,3.9043425,3.831,16228.0,5810.0,4.526,0.898,294.05676,40.549679,0,1,0,0
5372966,K00832.01,FALSE POSITIVE,17.61,796.0,95.03,9.286358079,3.49949,44791.0,5670.0,4.523,0.821,294.74396,40.53392,0,1,0,0
5376067,K00833.01,FALSE POSITIVE,31.44,1133.0,388.71,3.951405455,2.1862,2453.9,6046.0,4.539,0.869,295.50439,40.505489,0,1,0,0
5436502,K00834.01,CONFIRMED,7.89,731.0,67.65,23.65369415,8.2183,3341.8,5739.0,4.191,1.384,287.89713,40.637821,0,0,0,0
5436502,K00834.02,CONFIRMED,3.06,888.0,146.67,13.23352214,6.7372,504.6,5739.0,4.191,1.384,287.89713,40.637821,0,0,0,0
5436502,K00834.03,CONFIRMED,2.32,1146.0,406.94,6.15560285,4.9843,285.0,5739.0,4.191,1.384,287.89713,40.637821,0,0,0,0
5436502,K00834.04,CONFIRMED,1.62,1642.0,1718.04,2.090811305,3.388,115.9,5739.0,4.191,1.384,287.89713,40.637821,0,0,0,0
10875245,K00117.03,CONFIRMED,1.53,1458.0,1066.86,3.180027898,3.5797,120.3,5847.0,4.191,1.402,297.02826,48.208611,0,0,0,0
5436502,K00834.05,CONFIRMED,2.67,568.0,24.64,50.4467417,7.159,370.3,5739.0,4.191,1.384,287.89713,40.637821,0,0,0,0
5456651,K00835.01,CONFIRMED,2.35,616.0,33.99,11.76307164,2.9076,1037.3,4959.0,4.603,0.756,294.20215,40.66341,0,0,0,0
5456651,K00835.02,CONFIRMED,2.37,366.0,4.22,56.2279271,3.57,862.7,4959.0,4.603,0.756,294.20215,40.66341,0,0,0,0
5481416,K00836.01,FALSE POSITIVE,17.06,1010.0,244.87,2.384052875,3.0918,1268.1,4794.0,4.58,0.701,299.64285,40.691238,0,1,1,1
5531576,K00837.01,CONFIRMED,2.25,696.0,55.37,7.953547,2.6312,875.4,4768.0,4.536,0.779,291.15878,40.750271,0,0,0,0
5531576,K00837.02,CONFIRMED,1.48,864.0,132.08,4.14451656,2.3421,391.8,4768.0,4.536,0.779,291.15878,40.750271,0,0,0,0
5534814,K00838.01,FALSE POSITIVE,38.33,1114.0,364.23,4.859386384,2.2757,6044.3,6072.0,4.47,0.988,292.21436,40.759762,0,1,0,0
6291653,K00850.01,CONFIRMED,8.24,713.0,61.16,10.526294577,2.5211,9768.0,5386.0,4.553,0.793,293.87811,41.66177,0,0,0,0
6392727,K00851.01,CONFIRMED,5.39,1038.0,274.98,4.583520948,2.7055,3812.1,5815.0,4.54,0.877,299.18686,41.74268,0,0,0,0
6422070,K00852.01,CONFIRMED,2.66,1121.0,372.62,3.76181843,3.5176,510.6,5653.0,4.472,0.949,283.31638,41.83712,0,0,0,0
6428700,K00853.01,CONFIRMED,3.01,742.0,71.5,8.20396958,2.9667,1024.4,5015.0,4.499,0.826,286.5657,41.808399,0,0,0,0
6428700,K00853.02,CONFIRMED,3.01,613.0,33.48,14.49645186,4.016,647.5,5015.0,4.499,0.826,286.5657,41.808399,0,0,0,0
5792202,K00841.03,CONFIRMED,2.19,810.0,101.78,6.54626149,2.75,655.9,5251.0,4.581,0.817,292.23676,41.08588,0,0,0,0
5794379,K00842.01,CONFIRMED,2.31,562.0,23.6,12.71809866,3.0957,1149.4,4702.0,4.592,0.686,292.91312,41.060921,0,0,0,0
5794379,K00842.02,CONFIRMED,2.64,397.0,5.88,36.06588163,4.3246,1563.8,4702.0,4.592,0.686,292.91312,41.060921,0,0,0,0
5881688,K00843.01,CONFIRMED,6.21,1234.0,547.9,4.190425659,2.8589,2877.4,6073.0,4.392,1.135,293.49661,41.137589,0,0,0,0
6022556,K00844.01,CONFIRMED,4.35,1151.0,415.1,3.709870784,3.0694,2020.3,5727.0,4.463,0.978,283.86441,41.346458,0,0,0,0
6032497,K00845.01,CONFIRMED,3.75,727.0,66.08,16.3297527,6.271,1187.5,5878.0,4.444,0.987,288.51001,41.301769,0,0,0,0
6061119,K00846.01,CONFIRMED,13.84,554.0,22.24,27.807566216,4.21587,25391.0,5862.0,4.584,0.785,296.88821,41.396091,0,0,0,0
6191521,K00847.01,CONFIRMED,7.59,452.0,9.88,80.8723469,11.195,3604.6,5510.0,4.222,1.238,287.1543,41.565788,0,0,0,0
6267425,K00848.01,FALSE POSITIVE,26.82,954.0,196.31,3.166465862,2.9381,4357.2,4968.0,4.575,0.704,284.86929,41.679192,0,1,1,0
3531558,K00118.01,CONFIRMED,2.29,712.0,60.88,24.99324319,5.9409,269.6,5718.0,4.181,1.317,287.36279,38.649601,0,0,0,0
6276477,K00849.01,CONFIRMED,2.47,777.0,86.22,10.35533116,3.1775,750.6,5501.0,4.462,0.918,288.9942,41.633282,0,0,0,0
6863998,K00867.01,CONFIRMED,3.68,613.0,33.43,16.08518937,3.984,1442.4,5239.0,4.523,0.826,292.10519,42.380322,0,0,0,0
6867155,K00868.01,CANDIDATE,10.59,188.0,0.29,235.9986399,8.2284,20715.0,4245.0,4.627,0.657,293.00797,42.307201,0,0,0,0
6948054,K00869.01,CONFIRMED,2.56,753.0,76.06,7.49018305,2.7297,1123.6,5103.0,4.562,0.787,291.63898,42.436321,0,0,0,0
6948054,K00869.02,CONFIRMED,3.03,445.0,9.29,36.2761238,4.7865,1572.6,5103.0,4.562,0.787,291.63898,42.436321,0,0,0,0
6948054,K00869.03,CONFIRMED,2.32,568.0,24.6,17.46087931,2.2641,812.4,5103.0,4.562,0.787,291.63898,42.436321,0,0,0,0
6435936,K00854.01,CONFIRMED,1.94,233.0,0.69,56.0560754,4.685,1626.0,3593.0,4.757,0.491,289.50848,41.812119,0,0,0,0
6522242,K00855.01,CONFIRMED,11.38,453.0,9.93,41.408316686,5.0264,22839.0,5522.0,4.586,0.747,291.76041,41.944069,0,0,0,0
6526710,K00856.01,CANDIDATE,14.21,552.0,21.87,39.74893077,7.3051,15179.0,6122.0,4.487,0.964,293.17929,41.969238,0,0,0,0
6587280,K00857.01,CONFIRMED,2.47,850.0,123.03,5.715425977,2.5242,908.1,5237.0,4.572,0.826,285.11047,42.033958,0,0,0,0
9471974,K00119.01,CONFIRMED,8.2,669.0,47.4,49.18394185,11.3364,1646.2,5626.0,3.907,2.057,294.55917,46.062328,0,0,0,0
6587280,K00857.02,CONFIRMED,2.28,559.0,23.14,20.0261412,1.611,421.2,5237.0,4.572,0.826,285.11047,42.033958,0,0,0,0
6599919,K00858.01,CANDIDATE,19.02,733.0,68.29,13.61014819,2.594,5732.9,5697.0,4.46,0.903,289.89777,42.009151,0,0,0,0
6675056,K00859.01,FALSE POSITIVE,2.66,667.0,46.94,10.44331991,2.743,1159.8,4947.0,4.516,0.802,286.24356,42.148811,0,1,1,1
6685526,K00861.01,CONFIRMED,1.41,1160.0,427.17,2.237489571,1.8119,315.8,5265.0,4.58,0.81,290.00757,42.116459,0,0,0,0
